GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
libyear-maven-plugin Maven Mojo,io.github.mfoo.libyear,LibYearMojo,137,863,13,41,21,185,15,39,4,23
